Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,5.38,18.16,1196,86.8,3,ford,figo,23
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.65,20.92,998,67.1,7,maruti,alto,30
Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,3.3,24.7,796,47.3,3,maruti,alto,2
Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3 kmpl,1086 CC,68 bhp,5,4.55 Lakh,0.7,20.3,1086,68,19,hyundai,santro,140
Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,6.83,24.4,1120,71,3,hyundai,xcent,32
Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.77,25.8,1498,98.6,4,honda,amaze,46
Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5,,3.1,17.8,1248,75,12,maruti,swift,107
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,4.95,16.2,1199,74,3,volkswagen,polo,19
Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,,0.85,17.2,1396,53.5,12,tata,indica,50
Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.8 Lakh,6.95,21.4,1197,83.1,4,maruti,baleno,16
Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,3.45,24.4,1120,71,3,hyundai,xcent,82
Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,,4.95,18.6,1197,81.83,5,hyundai,i20,36
Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.79,18.6,1197,81.83,4,hyundai,i20,16
Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.5,19.1,1197,85.8,6,maruti,swift,48
Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,4.59 Lakh,3.01,22.5,998,67.04,6,maruti,wagon,52
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,,4.4,21.9,1396,88.76,8,hyundai,i20,68
Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.66,20.36,1197,78.9,6,hyundai,i10,31
Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.5,18.9,1197,82,5,hyundai,grand,25
Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6,18.6,1197,81.83,4,hyundai,i20,57
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.58 Lakh,10.19,24.3,1248,88.5,2,maruti,vitara,57
Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.25,25.8,1498,98.6,4,honda,amaze,47
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,2.7,23,1396,90,10,hyundai,i20,62
Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.39,19.81,1086,68.05,7,hyundai,i10,65
Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.69,26.59,1248,74,6,maruti,swift,81
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,10.63 Lakh,8.4,27.39,1248,74,3,maruti,baleno,24
Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.5,25.44,936,57.6,8,chevrolet,beat,72
Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.25,19.4,1198,86.8,8,honda,brio,59
Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68.05 bhp,5,,3.25,20,1399,68.05,6,ford,figo,33
Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25,23.1,998,67.04,4,maruti,celerio,36
Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.25,19.4,1198,86.8,5,honda,brio,46
Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,10.3 Lakh,8.85,21.4,1197,83.1,2,maruti,baleno,3
Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,4.14,21.1,814,55.2,6,hyundai,eon,14
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,7,23,1396,90,5,hyundai,i20,68
Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5 kmpl,1248 CC,88.8 bhp,5,,3.53,21.5,1248,88.8,8,maruti,sx4,77
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4 kmpl,1120 CC,71 bhp,5,,3.99,24.4,1120,71,6,hyundai,xcent,58
Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,3.8,20,1399,68,5,ford,figo,65
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,,8.75,18.49,1493,100,3,mahindra,tuv,22
Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.75,18.6,1197,81.83,4,hyundai,i20,24
Nissan Micra Active XV S,Delhi,2015,28500,Petrol,Manual,First,19.49 kmpl,1198 CC,67.04 bhp,5,,3.5,19.49,1198,67.04,5,nissan,micra,28
Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.25,23.4,1248,74,5,maruti,swift,58
Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.21,24,1120,70,3,hyundai,grand,60
Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,,6.3,18.49,1493,100,4,mahindra,tuv,67
Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.72,24,1120,70,6,hyundai,grand,51
Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,9.62 Lakh,8.37,28.4,1248,73.75,2,maruti,dzire,25
Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,6.4,27.3,1498,98.6,5,honda,jazz,97
Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.7,25.44,936,57.6,8,chevrolet,beat,61
Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,,3.9,22.9,1248,74,8,maruti,swift,160
Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5,,3,17.8,1248,75,12,maruti,swift,100
Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,8.91 Lakh,6,26.1,1498,99,3,ford,aspire,60
Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.11,20.36,1197,78.9,11,hyundai,i10,48
Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.5,19.7,796,46.3,9,maruti,alto,100
Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,,2.85,20.4,1197,81.8,14,maruti,swift,80
Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,17.88 kmpl,1396 CC,52.8 bhp,5,,0.91,17.88,1396,52.8,9,tata,indica,96
Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,5,,2.42,22.74,796,47.3,6,maruti,alto,45
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,2.8,16.47,1198,73.9,7,volkswagen,polo,38
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,10.26 Lakh,8.3,22,1197,81.8,1,maruti,dzire,8
Maruti Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,2.9,17.8,1248,75,10,maruti,swift,152
Tata Nano STD SE,Jaipur,2012,80000,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,,0.53,25.4,624,37.5,8,tata,nano,80
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,12.5,12.99,2494,100,6,toyota,innova,87
Honda Brio S Option MT,Mumbai,2012,25000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,,2.75,18.4,1198,86.8,8,honda,brio,25
Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,5,6.94 Lakh,5,23.84,1199,83.83,2,tata,tiago,2
Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,10.75,21.43,1364,87.2,6,toyota,corolla,74
Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.7,26.59,1248,74,5,maruti,swift,36
Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,7.11,20.73,1373,91.1,4,maruti,ciaz,41
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,6.25,22.7,1498,89.84,6,ford,ecosport,93
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.2,20.92,998,67.1,9,maruti,alto,81
Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.76 bhp,5,9.47 Lakh,8.86,19,1199,88.76,1,honda,amaze,25
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,,7.57,18.49,1493,100,3,mahindra,tuv,56
Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,9.1 Lakh,7.9,18.2,1199,88.7,3,honda,jazz,8
Maruti Swift VXI BSIII W/ ABS,Kochi,2018,14589,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,5.65,16.1,1298,88.2,2,maruti,swift,14
Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,65088,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.25,16.47,1198,73.9,7,volkswagen,polo,65
Chevrolet Beat LS,Coimbatore,2011,64831,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,,3.21,18.6,1199,79.4,9,chevrolet,beat,64
Honda Amaze VX i-DTEC,Kolkata,2013,38001,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.9,25.8,1498,98.6,7,honda,amaze,38
Maruti Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,3.6,26.59,1248,74,5,maruti,swift,131
Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.5,26.59,1248,74,5,maruti,swift,43
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,9.56 Lakh,4.91,20.14,1498,88,5,volkswagen,polo,66
Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5,,2,16,1198,90,10,honda,jazz,45
Toyota Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,,5.3,23.59,1364,67.06,5,toyota,etios,69
Hyundai i20 1.2 Magna,Mumbai,2010,57500,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.75,18.5,1197,80,10,hyundai,i20,57
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,,3.75,17.8,1399,68,9,ford,fiesta,52
Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.35,25.2,1248,74,7,maruti,swift,87
Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.25,24,1120,70,6,hyundai,grand,58
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,17.0 kmpl,1198 CC,74 bhp,5,,5.5,17,1198,74,4,volkswagen,ameo,16
Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,7.48,27.39,1248,74,2,maruti,baleno,42
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.5,24,1120,70,4,hyundai,grand,57
Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.5,19.3,1248,73.9,9,maruti,swift,110
Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,11.05 Lakh,8.4,27.3,1498,98.6,3,honda,jazz,17
Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,7.25,24.3,1248,88.5,4,maruti,vitara,31
Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.25,23.4,1248,74,6,maruti,swift,42
Maruti Alto 800 LXI,Hyderabad,2013,30852,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.49,22.74,796,47.3,7,maruti,alto,30
Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,,3,16.47,1198,73.9,9,volkswagen,polo,65
Honda City i DTEC SV,Delhi,2015,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,5.95,26,1498,98.6,5,honda,city,65
Maruti Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,2.69,23.4,1248,74,7,maruti,swift,72
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,4.85,18.16,1196,86.8,4,ford,figo,29
Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,8.63 Lakh,8.39,24.3,1248,88.5,2,maruti,vitara,32
Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5,,6.95,21.19,1396,88.73,4,hyundai,i20,62
Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,Petrol,Manual,First,15.7 kmpl,1390 CC,75 bhp,5,,1.5,15.7,1390,75,10,mahindra,logan,93
Honda City ZX GXi,Mumbai,2006,44000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,,1.55,17.7,1497,78,14,honda,city,44
Ford Figo Petrol EXI,Bangalore,2010,78400,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5,,2.75,15.6,1196,70,10,ford,figo,78
Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.85,20.36,1197,78.9,5,hyundai,i10,18
Maruti Versa DX2 BS II,Mumbai,2003,62000,Petrol,Manual,Second,11.3 kmpl,1298 CC,83.1 bhp,8,,1.25,11.3,1298,83.1,17,maruti,versa,62
Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.5,26.59,1248,74,3,maruti,swift,14
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.3,16.47,1198,74,6,volkswagen,polo,44
Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.8,22.9,1248,74,8,maruti,swift,58
Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,Second,17.5 kmpl,1198 CC,70 bhp,5,,1.65,17.5,1198,70,12,skoda,fabia,61
Tata Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,,1,25.4,624,37.5,6,tata,nano,18
Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5,,3.6,27.62,793,47,5,maruti,celerio,42
Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5,,3.6,27.62,793,47,5,maruti,celerio,42
Hyundai EON Era Plus,Pune,2015,30158,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.05,21.1,814,55.2,5,hyundai,eon,30
Ford Fiesta Diesel Trend,Bangalore,2011,47000,Diesel,Manual,Second,23.5 kmpl,1498 CC,90 bhp,5,,6,23.5,1498,90,9,ford,fiesta,47
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,3.75,16.47,1198,74,7,volkswagen,polo,39
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,6.17,16.2,1199,74,4,volkswagen,polo,32
Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.89 Lakh,9.05,24.3,1248,88.5,3,maruti,vitara,58
Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.05,19.4,1198,86.8,7,honda,brio,67
Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.25,17.5,1298,85.8,7,maruti,swift,55
Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,4.87 Lakh,3.75,23.1,998,67.04,2,maruti,celerio,30
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,8.24,22.7,1498,89.84,4,ford,ecosport,31
Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.64,16.47,1198,74,5,volkswagen,polo,58
Hyundai i10 Magna AT,Kochi,2010,30566,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,3.32,19.2,1197,80,10,hyundai,i10,30
Hyundai i10 Magna 1.2,Chennai,2012,55231,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,2.78,20.36,1197,78.9,8,hyundai,i10,55
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.25,22.07,1199,73.9,7,volkswagen,polo,45
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11 Lakh,9.88,24.3,1248,88.5,3,maruti,vitara,21
Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,9.78 Lakh,8.78,18.6,1197,81.86,1,hyundai,elite,21
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,5.98,21.64,1461,84.8,6,nissan,sunny,51
Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,2.19,19.3,1248,73.9,11,maruti,swift,34
Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,9.14 Lakh,5.5,28.4,1248,73.75,7,maruti,dzire,68
Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.48 Lakh,2.1,24.07,998,67.1,6,maruti,alto,17
Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.3,20.4,1197,81.8,6,maruti,swift,61
Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.65,24.7,796,47.3,4,maruti,alto,35
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.81,20.92,998,67.1,8,maruti,alto,65
Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,3.3,16.1,1197,85,8,maruti,swift,61
Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.12 Lakh,5.34,22.5,998,67.04,1,maruti,wagon,31
Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16.0 kmpl,1198 CC,90 bhp,5,,2.69,16,1198,90,10,honda,jazz,82
Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,4.06,18.5,1197,85.8,9,maruti,ritz,50
Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.96,24,1120,70,5,hyundai,grand,63
Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,5.6,18.6,1197,81.86,5,hyundai,elite,28
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,7.94 Lakh,3.75,22.95,1248,74,3,tata,zest,45
Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,5.5,22.54,1396,88.73,5,hyundai,i20,55
Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,First,16.0 kmpl,1368 CC,90 bhp,5,,3,16,1368,90,9,fiat,linea,48
Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.95,16.1,1298,88.2,10,maruti,swift,90
Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,,2.45,25,1396,69,5,tata,indica,80
Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,,2.5,18.5,1197,80,10,hyundai,i20,58
Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.9,18.9,1197,82,6,hyundai,grand,31
Hyundai EON Magna Plus,Chennai,2012,45000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.5,21.1,814,55.2,8,hyundai,eon,45
Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5,8.73 Lakh,2.65,19.15,1198,75.94,9,nissan,micra,44
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,,7.42,19,1199,88.7,4,honda,jazz,30
Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.63,16.47,1198,74,4,volkswagen,polo,46
Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.09,19.7,796,46.3,12,maruti,alto,42
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,8.69 Lakh,5.27,17.57,1193,88.7,5,tata,zest,27
Honda Brio S Option MT,Mumbai,2012,39566,Petrol,Manual,Second,18.4 kmpl,1198 CC,86.8 bhp,5,,2.75,18.4,1198,86.8,8,honda,brio,39
Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,10.81 Lakh,7.4,27.3,1498,98.6,4,honda,jazz,14
Maruti Alto K10 VXI AGS,Jaipur,2017,18491,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,3.9,24.07,998,67.1,3,maruti,alto,18
